        Date        , GPU Clock [MHz] , Memory Clock [MHz] , GPU Temperature [°C] , Fan Speed (%) [%] , Fan Speed (RPM) [RPM] , Memory Used [MB] , GPU Load [%] , Memory Controller Load [%] , Video Engine Load [%] , Bus Interface Load [%] , Power Consumption (W) [W] , Power Consumption (%) [% TDP] , PerfCap Reason [] , VDDC [V] , CPU Temperature [°C] , System Memory Used [MB] ,
2021-03-16 13:19:06 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1124   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.3   ,                         9.0   ,              16   , 0.8500   ,               32.5   ,                  2522   ,
2021-03-16 13:19:07 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1123   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.3   ,                         9.0   ,              16   , 0.8500   ,               32.8   ,                  2519   ,
2021-03-16 13:19:08 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1123   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.4   ,                         9.1   ,              16   , 0.8500   ,               32.5   ,                  2519   ,
2021-03-16 13:19:09 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1122   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.4   ,                         9.1   ,              16   , 0.8500   ,               32.6   ,                  2519   ,
2021-03-16 13:19:10 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1123   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.4   ,                         9.1   ,              16   , 0.8500   ,               32.5   ,                  2519   ,
2021-03-16 13:19:11 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1123   ,            110   ,          0   ,                        3   ,                   0   ,                    0   ,                    16.3   ,                         9.0   ,              16   , 0.8500   ,               32.5   ,                  2519   ,
2021-03-16 13:19:12 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1123   ,            110   ,          0   ,                        3   ,                   0   ,                    0   ,                    16.3   ,                         9.0   ,              16   , 0.8500   ,               32.6   ,                  2519   ,
2021-03-16 13:19:13 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1123   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.3   ,                         9.0   ,              16   , 0.8500   ,               32.5   ,                  2519   ,
2021-03-16 13:19:14 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1123   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.3   ,                         9.0   ,              16   , 0.8500   ,               32.4   ,                  2518   ,
2021-03-16 13:19:15 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1123   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.4   ,                         9.1   ,              16   , 0.8500   ,               32.5   ,                  2517   ,
2021-03-16 13:19:16 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1123   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.2   ,                         9.0   ,              16   , 0.8500   ,               32.5   ,                  2516   ,
2021-03-16 13:19:17 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1123   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.3   ,                         9.0   ,              16   , 0.8500   ,               32.4   ,                  2516   ,
2021-03-16 13:19:18 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1123   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.3   ,                         9.0   ,              16   , 0.8500   ,               32.5   ,                  2515   ,
2021-03-16 13:19:19 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1123   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.3   ,                         9.0   ,              16   , 0.8500   ,               32.5   ,                  2515   ,
2021-03-16 13:19:20 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1123   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.4   ,                         9.1   ,              16   , 0.8500   ,               32.5   ,                  2515   ,
2021-03-16 13:19:21 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1123   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.3   ,                         9.0   ,              16   , 0.8500   ,               32.4   ,                  2515   ,
2021-03-16 13:19:22 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1123   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.3   ,                         9.0   ,              16   , 0.8500   ,               32.4   ,                  2515   ,
2021-03-16 13:19:23 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1122   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.3   ,                         9.0   ,              16   , 0.8500   ,               32.5   ,                  2515   ,
2021-03-16 13:19:24 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1122   ,            110   ,          0   ,                        3   ,                   0   ,                    0   ,                    16.3   ,                         9.0   ,              16   , 0.8500   ,               32.5   ,                  2514   ,
2021-03-16 13:19:25 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1123   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.3   ,                         9.0   ,              16   , 0.8500   ,               32.5   ,                  2514   ,
2021-03-16 13:19:26 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1123   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.3   ,                         9.0   ,              16   , 0.8500   ,               32.5   ,                  2514   ,
2021-03-16 13:19:27 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1124   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.4   ,                         9.1   ,              16   , 0.8500   ,               32.5   ,                  2514   ,
2021-03-16 13:19:28 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1122   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.4   ,                         9.1   ,              16   , 0.8500   ,               32.4   ,                  2513   ,
2021-03-16 13:19:29 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1122   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.2   ,                         9.0   ,              16   , 0.8500   ,               32.4   ,                  2514   ,
2021-03-16 13:19:30 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1123   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.2   ,                         9.0   ,              16   , 0.8500   ,               32.5   ,                  2514   ,
2021-03-16 13:19:31 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1123   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.3   ,                         9.0   ,              16   , 0.8500   ,               32.6   ,                  2509   ,
2021-03-16 13:19:32 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1122   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.3   ,                         9.0   ,              16   , 0.8500   ,               32.5   ,                  2509   ,
2021-03-16 13:19:33 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1122   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.2   ,                         9.0   ,              16   , 0.8500   ,               32.9   ,                  2509   ,
2021-03-16 13:19:34 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1123   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.3   ,                         9.0   ,              16   , 0.8500   ,               32.8   ,                  2509   ,
2021-03-16 13:19:35 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1123   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.3   ,                         9.0   ,              16   , 0.8500   ,               32.6   ,                  2509   ,
2021-03-16 13:19:36 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1123   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.3   ,                         9.0   ,              16   , 0.8500   ,               32.5   ,                  2509   ,
2021-03-16 13:19:37 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1123   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.2   ,                         9.0   ,              16   , 0.8500   ,               32.5   ,                  2509   ,
2021-03-16 13:19:38 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1123   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.2   ,                         9.0   ,              16   , 0.8500   ,               32.5   ,                  2509   ,
2021-03-16 13:19:39 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1123   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.2   ,                         9.0   ,              16   , 0.8500   ,               32.5   ,                  2509   ,
2021-03-16 13:19:40 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1123   ,            110   ,          0   ,                        3   ,                   0   ,                    0   ,                    16.2   ,                         9.0   ,              16   , 0.8500   ,               32.5   ,                  2509   ,
